job_name,company_tag,city,salary_avg_annual_wy,skills,experience,education,main_skill_categories,skills_cleaned,skills_list
软件工程师,半导体/芯片,苏州市,9.6,,1-3年,本科,,,['']
qt软件工程师,医疗健康,苏州市,31.8,C++;QT;OpenGL,经验不限,不限,后端开发;嵌入式/物联网;游戏开发,c++;qt;opengl,"['c++', 'qt', 'opengl']"
软件工程师,计算机软件,苏州市,14.3,C++;QT,3-5年,本科,后端开发;嵌入式/物联网,c++;qt,"['c++', 'qt']"
软件工程师,专用设备,苏州市,31.5,C#;C++,3-5年,本科,后端开发,c#;c++,"['c#', 'c++']"
dsp软件开发工程师,汽车零部件,苏州市,35.75,C++;C语言;Tensilica,5-10年,本科,其他;后端开发,c++;c语言;tensilica,"['c++', 'c语言', 'tensilica']"
软件工程师,仪器仪表/工业自动化,苏州市,29.25,C#;Mess系统，上位系统。,5-10年,大专,后端开发;其他,c#;mess系统，上位系统。,"['c#', 'mess系统，上位系统。']"
软件工程师,专用设备,苏州市,19.2,C#,1-3年,大专,后端开发,c#,['c#']
c#高级软件工程师,专用设备,苏州市,19.2,C#;C++,3-5年,大专,后端开发,c#;c++,"['c#', 'c++']"
高级上位机软件软件工程师,仪器仪表,苏州市,16.2,labview;C++;QT,3-5年,本科,其他;后端开发;嵌入式/物联网,labview;c++;qt,"['labview', 'c++', 'qt']"
ios高级软件工程师,自动化设备,苏州市,30.0,Objective-C;Swift;C语言;C++;英语读写交流能力;iOS;xcode,3-5年,本科,移动开发;其他;后端开发,objective-c;swift;c语言;c++;英语读写交流能力;ios;xcode,"['objective-c', 'swift', 'c语言', 'c++', '英语读写交流能力', 'ios', 'xcode']"
视觉图像软件工程师,机械设备/机电/重工,苏州市,23.4,图形图像处理,3-5年,本科,人工智能/机器学习,图形图像处理,['图形图像处理']
Java软件工程师,计算机软件,苏州市,15.0,Java;CSS;银行;Javascript;计算机软件;软件工程师,3-5年,本科,前端开发;其他,java;css;银行;javascript;计算机软件;软件工程师,"['java', 'css', '银行', 'javascript', '计算机软件', '软件工程师']"
c++高级软件工程师,人工智能,苏州市,12.6,C++;Python;ROS,1-3年,本科,后端开发;其他,c++;python;ros,"['c++', 'python', 'ros']"
软件工程师,家具/家居,苏州市,28.0,C++,3-5年,本科,后端开发,c++,['c++']
逆变器软件工程师,光伏,苏州市,27.0,dsp;软件;光伏逆变器,1-3年,本科,其他;测试,dsp;软件;光伏逆变器,"['dsp', '软件', '光伏逆变器']"
电机软件工程师,家用电器,苏州市,54.0,研发工程师,经验不限,本科,其他,研发工程师,['研发工程师']
软件工程师,计算机软件,苏州市,12.0,C#;肢体残疾;听力残疾;MySQL/SQL Server/Oracle;.NET Core,3-5年,本科,后端开发;其他;数据库,c#;肢体残疾;听力残疾;mysql/sql server/oracle;.net core,"['c#', '肢体残疾', '听力残疾', 'mysql/sql server/oracle', '.net core']"
QT软件工程师,智能硬件,苏州市,15.6,多线程;网络协议;嵌入式技术;Linux;Windows;架构师,1-3年,本科,其他;网络/安全;嵌入式/物联网,多线程;网络协议;嵌入式技术;linux;windows;架构师,"['多线程', '网络协议', '嵌入式技术', 'linux', 'windows', '架构师']"
软件工程师,计算机软件,苏州市,24.0,,1-3年,本科,,,['']
C++标定软件工程师【车载相机/传感器】,计算机软件,苏州市,24.0,C++,1-3年,本科,后端开发,c++,['c++']
软件工程师,计算机软件,苏州市,12.6,C#;C++;机器视觉;识别;检测;halcon,1-3年,本科,其他;后端开发;人工智能/机器学习,c#;c++;机器视觉;识别;检测;halcon,"['c#', 'c++', '机器视觉', '识别', '检测', 'halcon']"
软件开发&软件测试工程师,计算机软件,苏州市,31.5,Java;Spring;MySQL,经验不限,本科,前端开发;后端开发;数据库,java;spring;mysql,"['java', 'spring', 'mysql']"
通讯软件工程师,新能源,苏州市,45.0,Profinet;EtherCAT;工业总线,5-10年,本科,其他,profinet;ethercat;工业总线,"['profinet', 'ethercat', '工业总线']"
C++软件工程师,医疗器械,苏州市,18.75,C++,1年经验,硕士,后端开发,c++,['c++']
机器人软件工程师,家用电器,苏州市,45.0,C++,5-10年,本科,后端开发,c++,['c++']
初级软件工程师,仪器仪表,苏州市,12.6,C++;MySQL,1-3年,本科,后端开发;数据库,c++;mysql,"['c++', 'mysql']"
视觉软件工程师,自动化设备,苏州市,9.6,C#;C++;OpenGL,1-3年,大专,后端开发;游戏开发,c#;c++;opengl,"['c#', 'c++', 'opengl']"
机器人软件工程师-C++,计算机/通信/其他电子设备,苏州市,30.0,C++,1-3年,本科,后端开发,c++,['c++']
软件工程师,物业管理,苏州市,9.0,C#,经验不限,本科,后端开发,c#,['c#']
自动驾驶软件工程师,计算机软件,苏州市,67.5,C++,1-3年,本科,后端开发,c++,['c++']
C++软件工程师,自动化设备,苏州市,27.95,C++;OpenCV;MySQL;多线程;多进程;MFC,3-5年,大专,其他;后端开发;人工智能/机器学习,c++;opencv;mysql;多线程;多进程;mfc,"['c++', 'opencv', 'mysql', '多线程', '多进程', 'mfc']"
软件工程师,医疗器械,苏州市,45.0,C++;QT,经验不限,本科,后端开发;嵌入式/物联网,c++;qt,"['c++', 'qt']"
资深嵌入式软件工程师,智能硬件/消费电子,苏州市,54.0,C++;Linux,5-10年,本科,后端开发;运维/DevOps,c++;linux,"['c++', 'linux']"
工厂系软件工程师,机械设备/机电/重工,苏州市,27.0,Java;Python;MySQL,5-10年,本科,前端开发;后端开发;数据库,java;python;mysql,"['java', 'python', 'mysql']"
软件应用开发工程师,人工智能,苏州市,45.0,C++,3-5年,本科,后端开发,c++,['c++']
物联网软件工程师,原材料及加工/模具,苏州市,29.25,C++;MQTT;BLE;Wifi;蓝牙开发,5-10年,本科,其他;后端开发;嵌入式/物联网,c++;mqtt;ble;wifi;蓝牙开发,"['c++', 'mqtt', 'ble', 'wifi', '蓝牙开发']"
软件工程师,通信/网络设备,苏州市,29.25,C++,3-5年,本科,后端开发,c++,['c++']
软件工程师,电子/硬件开发,苏州市,9.6,C++;QT;Python,1-3年,本科,后端开发;嵌入式/物联网,c++;qt;python,"['c++', 'qt', 'python']"
割草机C++软件开发工程师,智能硬件,苏州市,44.0,C++,5-10年,本科,后端开发,c++,['c++']
软件工程师,自动化设备,苏州市,13.0,C++;C语言,3-5年,大专,后端开发;其他,c++;c语言,"['c++', 'c语言']"
软件开发工程师（java语言）,仪器仪表,苏州市,8.45,Java;C#;Spring;Zookeeper;SpringCloud;Elasticsearch;MongoDB;HBase;SQL Server;java语言;安卓开发,1-3年,大专,后端开发;数据库;前端开发,java;c#;spring;zookeeper;springcloud;elasticsearch;mongodb;hbase;sql server;java语言;安卓开发,"['java', 'c#', 'spring', 'zookeeper', 'springcloud', 'elasticsearch', 'mongodb', 'hbase', 'sql server', 'java语言', '安卓开发']"
c++软件工程师,智能硬件,苏州市,24.0,C++;QT,经验不限,本科,后端开发;嵌入式/物联网,c++;qt,"['c++', 'qt']"
软件工程师,自动化设备,苏州市,18.85,C#;labview;SQL Server,3-5年,大专,后端开发;其他;数据库,c#;labview;sql server,"['c#', 'labview', 'sql server']"
软件工程师,计算机软件,苏州市,52.5,,1-3年,本科,,,['']
C++软件工程师,智能硬件,苏州市,33.6,C++;CAD;CAM;OpenCaseCad,1-3年,硕士,其他;后端开发,c++;cad;cam;opencasecad,"['c++', 'cad', 'cam', 'opencasecad']"
软件工程师,半导体/芯片,苏州市,25.8,C#,5-10年,本科,后端开发,c#,['c#']
软件工程师,工程施工,苏州市,12.6,,5-10年,本科,,,['']
安卓软件工程师,智能硬件,苏州市,24.0,Java;架构设计/优化;Android客户端产品研发;前端,1-3年,本科,前端开发;其他;移动开发,java;架构设计/优化;android客户端产品研发;前端,"['java', '架构设计/优化', 'android客户端产品研发', '前端']"
Linux软件开发工程师,电子/硬件开发,苏州市,29.25,嵌入式技术;Linux;QT,经验不限,本科,嵌入式/物联网;运维/DevOps,嵌入式技术;linux;qt,"['嵌入式技术', 'linux', 'qt']"
高级软件工程师,电子/半导体/集成电路,苏州市,36.4,,3-5年,本科,,,['']
C++/QT软件工程师,自动化设备,苏州市,16.25,QT;CAN,1-3年,本科,嵌入式/物联网;其他,qt;can,"['qt', 'can']"
软件工程师,医疗器械,苏州市,25.8,C#,3-5年,本科,后端开发,c#,['c#']
c++软件工程师,通信/网络设备,苏州市,26.0,C#;C++;上位机,5-10年,本科,后端开发;其他,c#;c++;上位机,"['c#', 'c++', '上位机']"
助理软件工程师（苏州）,专用设备,苏州市,15.0,C++;QT,1-3年,硕士,后端开发;嵌入式/物联网,c++;qt,"['c++', 'qt']"
割草机C++软件开发工程师,智能硬件,苏州市,30.0,C++,5-10年,本科,后端开发,c++,['c++']
软件工程师,半导体/芯片,苏州市,21.0,C++;半导体设备;上位机软件;MFC,3-5年,本科,其他;后端开发,c++;半导体设备;上位机软件;mfc,"['c++', '半导体设备', '上位机软件', 'mfc']"
AI软件工程师,半导体/芯片,苏州市,27.0,C++;Python,经验不限,硕士,后端开发,c++;python,"['c++', 'python']"
c++软件开发工程师,计算机软件,苏州市,18.6,C++;QT,经验不限,本科,后端开发;嵌入式/物联网,c++;qt,"['c++', 'qt']"
软件工程师,仪器仪表/工业自动化,苏州市,28.0,C++;QT;MFC,3-5年,本科,后端开发;嵌入式/物联网;其他,c++;qt;mfc,"['c++', 'qt', 'mfc']"
c++软件工程师,专用设备,苏州市,26.0,C++;QT;MySQL,5-10年,本科,后端开发;嵌入式/物联网;数据库,c++;qt;mysql,"['c++', 'qt', 'mysql']"
软件工程师,计算机/通信/其他电子设备,苏州市,7.8,C++;Python,经验不限,大专,后端开发,c++;python,"['c++', 'python']"
软件工程师,机械设备/机电/重工,苏州市,32.5,Java;Python;MySQL;Redis;Oracle,3-5年,本科,数据库;前端开发;后端开发,java;python;mysql;redis;oracle,"['java', 'python', 'mysql', 'redis', 'oracle']"
c++软件工程师,电子/半导体/集成电路,苏州市,9.6,C++;QT,1-3年,本科,后端开发;嵌入式/物联网,c++;qt,"['c++', 'qt']"
软件开发工程师,交通/运输,苏州市,6.6,Java;MySQL;Spring,3-5年,不限,前端开发;数据库;后端开发,java;mysql;spring,"['java', 'mysql', 'spring']"
射频软件工程师,电子/半导体/集成电路,苏州市,12.6,射频芯片;sub1g,1-3年,本科,其他,射频芯片;sub1g,"['射频芯片', 'sub1g']"
软件工程师,机械设备/机电/重工,苏州市,10.2,Winform;OpenCV,经验不限,大专,后端开发;人工智能/机器学习,winform;opencv,"['winform', 'opencv']"
软件工程师（储能控制策略开发）,新能源汽车,苏州市,38.5,C++;MySQL;Oracle,3-5年,本科,数据库;后端开发,c++;mysql;oracle,"['c++', 'mysql', 'oracle']"
python 软件开发工程师,自动化设备,苏州市,16.25,Pandas;MySQL;Oracle;Numpy,1-3年,大专,其他;数据库,pandas;mysql;oracle;numpy,"['pandas', 'mysql', 'oracle', 'numpy']"
高级软件工程师,医疗健康,苏州市,48.75,,5-10年,本科,,,['']
PyQt软件工程师,智能硬件,苏州市,19.8,Qt;其他;Python,3-5年,本科,嵌入式/物联网;其他;后端开发,qt;其他;python,"['qt', '其他', 'python']"
软件工程师【中级】,机械设备/机电/重工,苏州市,16.8,C++;C#;MFC;halcon,3-5年,本科,后端开发;其他,c++;c#;mfc;halcon,"['c++', 'c#', 'mfc', 'halcon']"
软件开发工程师,环保,苏州市,12.6,PyTorch;Java;C/C++,3-5年,本科,人工智能/机器学习;前端开发;后端开发,pytorch;java;c/c++,"['pytorch', 'java', 'c/c++']"
QT软件工程师,电子/半导体/集成电路,苏州市,27.0,C++;QT;Linux;Socket技术;多线程;MVC开发,3-5年,本科,后端开发;嵌入式/物联网;运维/DevOps,c++;qt;linux;socket技术;多线程;mvc开发,"['c++', 'qt', 'linux', 'socket技术', '多线程', 'mvc开发']"
软件工程师（Python）,通信/网络设备,苏州市,8.4,Python;Django;MySQL,1-3年,本科,后端开发;数据库,python;django;mysql,"['python', 'django', 'mysql']"
软件工程师,自动化设备,苏州市,13.0,C++,1-3年,本科,后端开发,c++,['c++']
c++高级软件工程师,智能硬件,苏州市,32.5,C++,3-5年,本科,后端开发,c++,['c++']
c++软件工程师,计算机软件,苏州市,4.8,C++,经验不限,大专,后端开发,c++,['c++']
能量管理系统软件工程师,新能源,苏州市,31.8,C++;EMS;MPU;储能,5-10年,本科,其他;后端开发,c++;ems;mpu;储能,"['c++', 'ems', 'mpu', '储能']"
软件工程师,企业服务,苏州市,8.45,Java;全栈工程师;Tomcat;CSS;SQL Server;SQL;JavaScript;后端开发,1-3年,大专,前端开发;后端开发;数据库,java;全栈工程师;tomcat;css;sql server;sql;javascript;后端开发,"['java', '全栈工程师', 'tomcat', 'css', 'sql server', 'sql', 'javascript', '后端开发']"
软件工程师,电子/半导体/集成电路,苏州市,10.2,软件工程师,经验不限,本科,其他,软件工程师,['软件工程师']
软件工程师,计算机服务,苏州市,12.6,全栈工程师;Java;C/C++,经验不限,本科,其他;前端开发;后端开发,全栈工程师;java;c/c++,"['全栈工程师', 'java', 'c/c++']"
c++高级软件工程师,智能硬件,苏州市,30.0,C++,3-5年,本科,后端开发,c++,['c++']
上位机软件工程师,环保,苏州市,24.0,C++,3-5年,本科,后端开发,c++,['c++']
软件工程师,通信/网络设备,苏州市,36.0,C++;自动化;设备;上位机,5-10年,本科,其他;后端开发;测试,c++;自动化;设备;上位机,"['c++', '自动化', '设备', '上位机']"
软件工程师,批发/零售,苏州市,9.0,小程序;软件工程师;计算机软件;后端开发;Android;APP后台开发,经验不限,大专,其他;前端开发;后端开发,小程序;软件工程师;计算机软件;后端开发;android;app后台开发,"['小程序', '软件工程师', '计算机软件', '后端开发', 'android', 'app后台开发']"
伺服软件工程师,电气机械/器材,苏州市,45.0,伺服驱动软件开发,5-10年,本科,其他,伺服驱动软件开发,['伺服驱动软件开发']
高级软件工程师,医疗器械,苏州市,51.0,软件,5-10年,本科,测试,软件,['软件']
软件工程师-OTA升级,人工智能,苏州市,52.5,C++;Shell;Linux;UDS,5-10年,硕士,运维/DevOps;后端开发;其他,c++;shell;linux;uds,"['c++', 'shell', 'linux', 'uds']"
AGV软件工程师,自动化设备,苏州市,26.0,AGV;C++;QT,3-5年,本科,其他;后端开发;嵌入式/物联网,agv;c++;qt,"['agv', 'c++', 'qt']"
软件开发工程师,机械设备/机电/重工,苏州市,27.0,C++;C#,3-5年,大专,后端开发,c++;c#,"['c++', 'c#']"
高级c++软件工程师,家用电器,苏州市,30.0,C++;行为逻辑,3-5年,本科,后端开发;其他,c++;行为逻辑,"['c++', '行为逻辑']"
c++软件工程师,智能硬件,苏州市,48.0,C++,3-5年,硕士,后端开发,c++,['c++']
高级应用软件工程师 （应用层 ）90M0134194,其他新能源,苏州市,41.25,C++,5-10年,本科,后端开发,c++,['c++']
软件研发工程师,汽车零部件,苏州市,27.0,C++;QT;MFC,5-10年,本科,后端开发;嵌入式/物联网;其他,c++;qt;mfc,"['c++', 'qt', 'mfc']"
对日 软件开发工程师,计算机软件,苏州市,25.2,Java;MySQL;Spring,5-10年,大专,前端开发;数据库;后端开发,java;mysql;spring,"['java', 'mysql', 'spring']"
高级软件工程师,光伏,苏州市,48.0,软件,5-10年,本科,测试,软件,['软件']
c++软件工程师,人工智能,苏州市,42.0,C++;Lua;Oracle,5-10年,本科,后端开发;其他;数据库,c++;lua;oracle,"['c++', 'lua', 'oracle']"
软件工程师,人工智能,苏州市,5.4,C#;C++,经验不限,本科,后端开发,c#;c++,"['c#', 'c++']"
高级软件工程师,自动化设备,苏州市,26.0,C#;C++;QT;设备控制软件;激光工艺;熟悉振镜,3-5年,本科,其他;后端开发;嵌入式/物联网,c#;c++;qt;设备控制软件;激光工艺;熟悉振镜,"['c#', 'c++', 'qt', '设备控制软件', '激光工艺', '熟悉振镜']"
软件工程师(人工智能),电子/硬件开发,苏州市,54.0,C++;Python;CUDA;大模型,经验不限,本科,后端开发;其他,c++;python;cuda;大模型,"['c++', 'python', 'cuda', '大模型']"
c++高级软件工程师,互联网,苏州市,27.6,C++;Java;Python;QT;MFC,3-5年,本科,后端开发;前端开发;嵌入式/物联网,c++;java;python;qt;mfc,"['c++', 'java', 'python', 'qt', 'mfc']"
软件工程师,新能源,苏州市,14.95,C#;C++;QT;Linux;VC++;MySQL,3-5年,本科,后端开发;嵌入式/物联网;运维/DevOps,c#;c++;qt;linux;vc++;mysql,"['c#', 'c++', 'qt', 'linux', 'vc++', 'mysql']"
软件工程师,企业服务,苏州市,25.2,C#;OpenCV;深度学习;人工智能;软件工程师;高级软件工程师,经验不限,本科,人工智能/机器学习;其他;后端开发,c#;opencv;深度学习;人工智能;软件工程师;高级软件工程师,"['c#', 'opencv', '深度学习', '人工智能', '软件工程师', '高级软件工程师']"
软件工程师,半导体/芯片,苏州市,24.0,C++;C#;MySQL;Oracle,3-5年,本科,后端开发;数据库,c++;c#;mysql;oracle,"['c++', 'c#', 'mysql', 'oracle']"
嵌入式软件开发工程师,计算机软件,苏州市,35.7,C++,3-5年,本科,后端开发,c++,['c++']
软件工程师,机械设备/机电/重工,苏州市,16.25,C语言;c#;视觉;运控,3-5年,大专,其他;后端开发;人工智能/机器学习,c语言;c#;视觉;运控,"['c语言', 'c#', '视觉', '运控']"
软件工程师,自动化设备,苏州市,24.6,,3-5年,本科,,,['']
高级软件工程师/技术主管-SOEM,半导体/芯片,苏州市,39.0,C++;C#;ethercat;soem;igh,5-10年,本科,其他;后端开发,c++;c#;ethercat;soem;igh,"['c++', 'c#', 'ethercat', 'soem', 'igh']"
指控系统软件工程师,铁路/船舶/航空/航天制造,苏州市,39.0,C++;飞控,5-10年,本科,后端开发;其他,c++;飞控,"['c++', '飞控']"
软件工程师,物流/仓储,苏州市,7.15,Java;Spring;SpringCloud;MySQL,1年经验,本科,后端开发;前端开发;数据库,java;spring;springcloud;mysql,"['java', 'spring', 'springcloud', 'mysql']"
软件工程师,仪器仪表/工业自动化,苏州市,36.0,C++;C#;halcon;opencv,3-5年,本科,后端开发;其他;人工智能/机器学习,c++;c#;halcon;opencv,"['c++', 'c#', 'halcon', 'opencv']"
软件工程师,自动化设备,苏州市,27.0,Python;单片机开发,5-10年,本科,后端开发;嵌入式/物联网,python;单片机开发,"['python', '单片机开发']"
法律主播/法务主播/情感主播（可兼职）,互联网,苏州市,27.0,全职兼职均可;线下办公;远程办公;抖音;快手;微信;视频号直播;抖音直播,经验不限,不限,其他;前端开发,全职兼职均可;线下办公;远程办公;抖音;快手;微信;视频号直播;抖音直播,"['全职兼职均可', '线下办公', '远程办公', '抖音', '快手', '微信', '视频号直播', '抖音直播']"
后端开发工程师,电子商务,苏州市,16.25,企业级应用开发;全栈开发;WEB开发;架构师;Spring,经验不限,本科,其他;架构设计;后端开发,企业级应用开发;全栈开发;web开发;架构师;spring,"['企业级应用开发', '全栈开发', 'web开发', '架构师', 'spring']"
后端开发工程师,计算机软件,苏州市,10.8,Java;前端开发;MySQL;UNIAPP,经验不限,本科,前端开发;数据库;其他,java;前端开发;mysql;uniapp,"['java', '前端开发', 'mysql', 'uniapp']"
后端java开发工程师,移动互联网,苏州市,18.0,后端工程师;Spring;MyBatis,3-5年,本科,后端开发,后端工程师;spring;mybatis,"['后端工程师', 'spring', 'mybatis']"
初之饭餐饮有限公司招聘服务员,餐饮,苏州市,7.8,连锁餐饮店,经验不限,不限,其他,连锁餐饮店,['连锁餐饮店']
软件后端开发工程师,计算机软件,苏州市,13.8,Java;SpringCloud;JVM;MySQL,3-5年,本科,前端开发;后端开发;其他,java;springcloud;jvm;mysql,"['java', 'springcloud', 'jvm', 'mysql']"
后端开发工程师,互联网,苏州市,15.0,全栈侧重后端;Java;Python;MySQL/Redis/MongoDB;Django/Flask,经验不限,不限,后端开发;前端开发,全栈侧重后端;java;python;mysql/redis/mongodb;django/flask,"['全栈侧重后端', 'java', 'python', 'mysql/redis/mongodb', 'django/flask']"
Java后端开发工程师（双休 苏州）,计算机软件,苏州市,36.0,Java;Spring;SpringCloud;MyBatis;MySQL,经验不限,本科,后端开发;前端开发;数据库,java;spring;springcloud;mybatis;mysql,"['java', 'spring', 'springcloud', 'mybatis', 'mysql']"
后端销售,培训/辅导机构,苏州市,9.0,,经验不限,不限,,,['']
后端开发工程师,计算机软件,苏州市,8.4,后端开发,1-3年,大专,后端开发,后端开发,['后端开发']
后端开发工程师,人工智能,苏州市,29.25,Java;C++;Python;Spring;SpringCloud;MySQL,1-3年,本科,后端开发;前端开发;数据库,java;c++;python;spring;springcloud;mysql,"['java', 'c++', 'python', 'spring', 'springcloud', 'mysql']"
软件研发岗（风控系统团队后端开发）,互联网金融,苏州市,48.0,Java;Spring;SpringCloud;Oracle,3-5年,本科,后端开发;前端开发;数据库,java;spring;springcloud;oracle,"['java', 'spring', 'springcloud', 'oracle']"
后端开发工程师,旅游/景区,苏州市,15.0,Golang;Java;C++;Redis;MySQL;MongoDB;Oracle,3-5年,不限,后端开发;数据库;前端开发,golang;java;c++;redis;mysql;mongodb;oracle,"['golang', 'java', 'c++', 'redis', 'mysql', 'mongodb', 'oracle']"
资深后端开发工程师,计算机软件,苏州市,18.6,Java;C++;PHP;Spring;SpringCloud;MyBatis,3-5年,不限,后端开发;前端开发,java;c++;php;spring;springcloud;mybatis,"['java', 'c++', 'php', 'spring', 'springcloud', 'mybatis']"
后端开发工程师,医疗器械,苏州市,10.8,PHP;Laravel/Yii/ThinkPHP;MySQL/Redis/MongoDB,3-5年,大专,后端开发,php;laravel/yii/thinkphp;mysql/redis/mongodb,"['php', 'laravel/yii/thinkphp', 'mysql/redis/mongodb']"
视频号图文收集员 （可居家）,互联网,苏州市,15.0,,经验不限,不限,,,['']
数字后端设计工程师,半导体/芯片,苏州市,39.0,数字后端,1-3年,本科,后端开发,数字后端,['数字后端']
后端工程师,互联网,苏州市,17.4,Golang;Go,5-10年,本科,后端开发,golang;go,"['golang', 'go']"
Golang后端工程师,互联网,苏州市,14.3,Golang;Docker;MySQL;MongoDB,1-3年,硕士,后端开发;运维/DevOps;数据库,golang;docker;mysql;mongodb,"['golang', 'docker', 'mysql', 'mongodb']"
后端催收员,咨询,苏州市,12.6,电话催收;沟通/谈判能力;银行项目，合规稳定;提成高,1年经验,大专,其他;网络/安全,电话催收;沟通/谈判能力;银行项目，合规稳定;提成高,"['电话催收', '沟通/谈判能力', '银行项目，合规稳定', '提成高']"
后端开发工程师,计算机软件,苏州市,10.2,Java,1-3年,本科,前端开发,java,['java']
后端开发组长,计算机软件,苏州市,16.2,JavaScript;SQL;HTML;CSS;Spring;Hibernate,1-3年,本科,前端开发;后端开发;数据库,javascript;sql;html;css;spring;hibernate,"['javascript', 'sql', 'html', 'css', 'spring', 'hibernate']"
java工程师,租赁/拍卖/典当/担保,苏州市,18.75,软件工程师;系统架构;软件开发,5-10年,本科,其他;架构设计,软件工程师;系统架构;软件开发,"['软件工程师', '系统架构', '软件开发']"
nodejs后端工程师,计算机软件,苏州市,19.8,后端;Node.js;Java;MySQL/Redis/MongoDB;nodejs;后端开发,3-5年,本科,后端开发;前端开发,后端;node.js;java;mysql/redis/mongodb;nodejs;后端开发,"['后端', 'node.js', 'java', 'mysql/redis/mongodb', 'nodejs', '后端开发']"
国学讲师（前端/后端）,互联网,苏州市,27.0,坐班;培训机构;线上教育;普通话发音标准,1-3年,不限,其他,坐班;培训机构;线上教育;普通话发音标准,"['坐班', '培训机构', '线上教育', '普通话发音标准']"
后端开发,互联网金融,苏州市,25.8,Java;Spring,3-5年,本科,前端开发;后端开发,java;spring,"['java', 'spring']"
后端法务,其他金融业,苏州市,15.0,快消品;债务优化后端;互联网;停息挂账,1-3年,不限,其他;后端开发,快消品;债务优化后端;互联网;停息挂账,"['快消品', '债务优化后端', '互联网', '停息挂账']"
数字后端设计工程师,计算机软件,苏州市,32.5,,3-5年,硕士,,,['']
后端开发工程师,计算机软件,苏州市,13.8,Go;Python;分布式技术;容器技术;微服务架构;后端开发,1-3年,本科,后端开发;云计算/云原生;其他,go;python;分布式技术;容器技术;微服务架构;后端开发,"['go', 'python', '分布式技术', '容器技术', '微服务架构', '后端开发']"
债务优化法务后端,企业服务,苏州市,9.6,金融;法务助理;法务后端;债务优化;债务重组,1-3年,不限,其他;后端开发,金融;法务助理;法务后端;债务优化;债务重组,"['金融', '法务助理', '法务后端', '债务优化', '债务重组']"
JAVA后端中级工程师,互联网,苏州市,15.0,Java;Spring;SpringCloud;MyBatis;Nginx,5-10年,本科,后端开发;前端开发,java;spring;springcloud;mybatis;nginx,"['java', 'spring', 'springcloud', 'mybatis', 'nginx']"
后端车贷电催岗-南通,互联网金融,苏州市,27.0,银行/互联网金融;失联查找;沟通/谈判能力;电话催收,1-3年,不限,其他,银行/互联网金融;失联查找;沟通/谈判能力;电话催收,"['银行/互联网金融', '失联查找', '沟通/谈判能力', '电话催收']"
后端工程师,互联网,苏州市,13.8,PHP;JavaScript;Laravel/Yii/ThinkPHP,经验不限,大专,后端开发;前端开发,php;javascript;laravel/yii/thinkphp,"['php', 'javascript', 'laravel/yii/thinkphp']"
Python开发实习生,互联网,苏州市,3.0,MVC开发;python;后端,经验不限,大专,后端开发,mvc开发;python;后端,"['mvc开发', 'python', '后端']"
web工程师（前后端）,企业服务,苏州市,21.45,CSS;后端开发;MySQL;PostgreSQL;Python;HTML,经验不限,本科,前端开发;后端开发;数据库,css;后端开发;mysql;postgresql;python;html,"['css', '后端开发', 'mysql', 'postgresql', 'python', 'html']"
Java,计算机硬件,苏州市,9.6,Java;Python;C++;Spring;MySQL;Redis,1年经验,不限,后端开发;数据库;前端开发,java;python;c++;spring;mysql;redis,"['java', 'python', 'c++', 'spring', 'mysql', 'redis']"
java后端开发,互联网,苏州市,13.8,Java;非外包类,5-10年,大专,前端开发;其他,java;非外包类,"['java', '非外包类']"
中级JAVA后端开发工程师（全日制本科学历）,电子商务,苏州市,24.0,后端工程师;Java;Spring;JavaScript,3-5年,本科,后端开发;前端开发,后端工程师;java;spring;javascript,"['后端工程师', 'java', 'spring', 'javascript']"
python后端开发工程师,半导体/芯片,苏州市,16.9,Python;Django;Docker;Numpy;MySQL;MongoDB;后端,3-5年,本科,后端开发;运维/DevOps;其他,python;django;docker;numpy;mysql;mongodb;后端,"['python', 'django', 'docker', 'numpy', 'mysql', 'mongodb', '后端']"
中级java开发工程师,计算机软件,苏州市,13.2,Java;SpringCloud;MySQL,5-10年,本科,前端开发;后端开发;数据库,java;springcloud;mysql,"['java', 'springcloud', 'mysql']"
PHP（电商体系后端开发）,电子商务,苏州市,14.4,PHP;PHP开发工程师;PHP网站开发,1-3年,大专,后端开发,php;php开发工程师;php网站开发,"['php', 'php开发工程师', 'php网站开发']"
C#MES后端开发工程师,通信/网络设备,苏州市,20.4,,3-5年,本科,,,['']
后端开发工程师+五险一金,计算机软件,苏州市,10.8,,1-3年,本科,,,['']
后端开发工程师,企业服务,苏州市,10.8,全栈;后端;前端;Node.js;JavaScript/TypeScript;Vue/Angular/React,1-3年,本科,前端开发;其他;后端开发,全栈;后端;前端;node.js;javascript/typescript;vue/angular/react,"['全栈', '后端', '前端', 'node.js', 'javascript/typescript', 'vue/angular/react']"
后端服务老师（非销售）,互联网金融,苏州市,12.6,互联网金融;证券公司,经验不限,不限,其他,互联网金融;证券公司,"['互联网金融', '证券公司']"
后端开发工程师,电子商务,苏州市,18.75,Java;C++;node.js;其他;Python,3-5年,硕士,前端开发;后端开发;其他,java;c++;node.js;其他;python,"['java', 'c++', 'node.js', '其他', 'python']"
后端工程师,互联网,苏州市,86.25,Java;MySQL;Spring,1-3年,本科,前端开发;数据库;后端开发,java;mysql;spring,"['java', 'mysql', 'spring']"
后端经理,电子/半导体/集成电路,苏州市,84.5,测试开发,5-10年,本科,测试,测试开发,['测试开发']
